time,event_id,element_name,element_type,event_type,truck_id,total,fe,other_elements,fe_%,magnetite,hematite,limonite,message
2025-05-01 00:14:12.286878947 UTC,PR-LOADMOV_000083,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:14:12.286878947 UTC,PR-DUMPING_000056,dumping_process,DumpingProcess,ProcessStart,Truck_00,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:14:12.286878948 UTC,PR-LOADMOV_000084,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:14:17.432093752 UTC,PR-DUMPING_000057,dumping_process,DumpingProcess,ProcessSuccess,Truck_00,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:14:17.432093752 UTC,PR-DUMPING_000058,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:14:17.432093753 UTC,PR-DUMPMOV_000070,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:14:17.432093753 UTC,PR-DUMPING_000059,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:14:17.432093753 UTC,PR-DUMPMOV_000071,dumped_truck_movements,DumpedTruckMovements,TruckMovementStart,Truck_00,,,,,,,,
2025-05-01 00:14:17.432093753 UTC,PR-DUMPMOV_000072,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:14:17.432093754 UTC,PR-DUMPMOV_000073,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:14:17.432093754 UTC,PR-DUMPING_000060,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:15:19.174671408 UTC,PR-DUMPMOV_000074,dumped_truck_movements,DumpedTruckMovements,TruckMovementSuccess,Truck_00,,,,,,,,
2025-05-01 00:15:19.174671408 UTC,PR-DUMPMOV_000075,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:15:19.174671409 UTC,PR-DUMPMOV_000076,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:15:19.174671409 UTC,PR-LOADING_000060,loading_process,LoadingProcess,WithdrawRequest,,,,,,,,,
2025-05-01 00:15:19.174671409 UTC,PR-LOADING_000061,loading_process,LoadingProcess,ProcessStart,Truck_00,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:15:19.174671410 UTC,PR-DUMPMOV_000077,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:15:23.247133088 UTC,PR-LOADING_000062,loading_process,LoadingProcess,ProcessSuccess,Truck_00,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:15:23.247133088 UTC,PR-LOADING_000063,loading_process,LoadingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:15:23.247133089 UTC,PR-LOADING_000064,loading_process,LoadingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:15:23.247133089 UTC,PR-LOADMOV_000085,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:15:23.247133089 UTC,PR-LOADMOV_000086,loaded_truck_movements,LoadedTruckMovements,TruckMovementStart,Truck_00,,,,,,,,
2025-05-01 00:15:23.247133089 UTC,PR-LOADMOV_000087,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:15:23.247133090 UTC,PR-LOADMOV_000088,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:15:23.247133090 UTC,PR-LOADING_000065,loading_process,LoadingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:15:47.408843797 UTC,PR-LOADMOV_000089,loaded_truck_movements,LoadedTruckMovements,TruckMovementSuccess,Truck_01,,,,,,,,
2025-05-01 00:15:47.408843797 UTC,PR-LOADMOV_000090,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:15:47.408843798 UTC,PR-DUMPING_000061,dumping_process,DumpingProcess,WithdrawRequest,,,,,,,,,
2025-05-01 00:15:47.408843798 UTC,PR-LOADMOV_000091,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:15:47.408843798 UTC,PR-DUMPING_000062,dumping_process,DumpingProcess,ProcessStart,Truck_01,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:15:47.408843799 UTC,PR-LOADMOV_000092,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:15:49.376729176 UTC,PR-DUMPING_000063,dumping_process,DumpingProcess,ProcessSuccess,Truck_01,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:15:49.376729176 UTC,PR-DUMPING_000064,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:15:49.376729177 UTC,PR-DUMPMOV_000078,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:15:49.376729177 UTC,PR-DUMPING_000065,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:15:49.376729177 UTC,PR-DUMPMOV_000079,dumped_truck_movements,DumpedTruckMovements,TruckMovementStart,Truck_01,,,,,,,,
2025-05-01 00:15:49.376729177 UTC,PR-DUMPMOV_000080,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:15:49.376729178 UTC,PR-DUMPMOV_000081,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:15:49.376729178 UTC,PR-DUMPING_000066,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:15:55.102851155 UTC,PR-DUMPMOV_000082,dumped_truck_movements,DumpedTruckMovements,TruckMovementSuccess,Truck_02,,,,,,,,
2025-05-01 00:15:55.102851155 UTC,PR-DUMPMOV_000083,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:15:55.102851156 UTC,PR-DUMPMOV_000084,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:15:55.102851156 UTC,PR-LOADING_000066,loading_process,LoadingProcess,WithdrawRequest,,,,,,,,,
2025-05-01 00:15:55.102851156 UTC,PR-LOADING_000067,loading_process,LoadingProcess,ProcessStart,Truck_02,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:15:55.102851157 UTC,PR-DUMPMOV_000085,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:16:02.104670902 UTC,PR-LOADING_000068,loading_process,LoadingProcess,ProcessSuccess,Truck_02,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:16:02.104670902 UTC,PR-LOADING_000069,loading_process,LoadingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:16:02.104670903 UTC,PR-LOADMOV_000093,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:16:02.104670903 UTC,PR-LOADING_000070,loading_process,LoadingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:16:02.104670903 UTC,PR-LOADMOV_000094,loaded_truck_movements,LoadedTruckMovements,TruckMovementStart,Truck_02,,,,,,,,
2025-05-01 00:16:02.104670903 UTC,PR-LOADMOV_000095,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:16:02.104670904 UTC,PR-LOADMOV_000096,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:16:02.104670904 UTC,PR-LOADING_000071,loading_process,LoadingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:16:12.116673241 UTC,PR-LOADMOV_000097,loaded_truck_movements,LoadedTruckMovements,TruckMovementSuccess,Truck_00,,,,,,,,
2025-05-01 00:16:12.116673241 UTC,PR-LOADMOV_000098,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:16:12.116673242 UTC,PR-LOADMOV_000099,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:16:12.116673242 UTC,PR-DUMPING_000067,dumping_process,DumpingProcess,WithdrawRequest,,,,,,,,,
2025-05-01 00:16:12.116673242 UTC,PR-DUMPING_000068,dumping_process,DumpingProcess,ProcessStart,Truck_00,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:16:12.116673243 UTC,PR-LOADMOV_000100,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:16:12.991353709 UTC,PR-DUMPMOV_000086,dumped_truck_movements,DumpedTruckMovements,TruckMovementSuccess,Truck_01,,,,,,,,
2025-05-01 00:16:12.991353709 UTC,PR-DUMPMOV_000087,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:16:12.991353710 UTC,PR-DUMPMOV_000088,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:16:12.991353710 UTC,PR-LOADING_000072,loading_process,LoadingProcess,WithdrawRequest,,,,,,,,,
2025-05-01 00:16:12.991353710 UTC,PR-LOADING_000073,loading_process,LoadingProcess,ProcessStart,Truck_01,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:16:12.991353711 UTC,PR-DUMPMOV_000089,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:16:24.560644036 UTC,PR-LOADING_000074,loading_process,LoadingProcess,ProcessSuccess,Truck_01,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:16:24.560644036 UTC,PR-LOADING_000075,loading_process,LoadingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:16:24.560644037 UTC,PR-LOADMOV_000101,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:16:24.560644037 UTC,PR-LOADING_000076,loading_process,LoadingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:16:24.560644037 UTC,PR-LOADMOV_000102,loaded_truck_movements,LoadedTruckMovements,TruckMovementStart,Truck_01,,,,,,,,
2025-05-01 00:16:24.560644037 UTC,PR-LOADMOV_000103,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:16:24.560644038 UTC,PR-LOADMOV_000104,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:16:24.560644038 UTC,PR-LOADING_000077,loading_process,LoadingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:16:28.046667217 UTC,PR-DUMPING_000069,dumping_process,DumpingProcess,ProcessSuccess,Truck_00,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:16:28.046667217 UTC,PR-DUMPING_000070,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:16:28.046667218 UTC,PR-DUMPMOV_000090,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:16:28.046667218 UTC,PR-DUMPMOV_000091,dumped_truck_movements,DumpedTruckMovements,TruckMovementStart,Truck_00,,,,,,,,
2025-05-01 00:16:28.046667218 UTC,PR-DUMPING_000071,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:16:28.046667218 UTC,PR-DUMPMOV_000092,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:16:28.046667219 UTC,PR-DUMPMOV_000093,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:16:28.046667219 UTC,PR-DUMPING_000072,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:17:26.126507857 UTC,PR-LOADMOV_000105,loaded_truck_movements,LoadedTruckMovements,TruckMovementSuccess,Truck_02,,,,,,,,
2025-05-01 00:17:26.126507857 UTC,PR-LOADMOV_000106,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:17:26.126507858 UTC,PR-DUMPING_000073,dumping_process,DumpingProcess,WithdrawRequest,,,,,,,,,
2025-05-01 00:17:26.126507858 UTC,PR-LOADMOV_000107,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:17:26.126507858 UTC,PR-DUMPING_000074,dumping_process,DumpingProcess,ProcessStart,Truck_02,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:17:26.126507859 UTC,PR-LOADMOV_000108,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:17:38.193557418 UTC,PR-DUMPING_000075,dumping_process,DumpingProcess,ProcessSuccess,Truck_02,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:17:38.193557418 UTC,PR-DUMPING_000076,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:17:38.193557419 UTC,PR-DUMPMOV_000094,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:17:38.193557419 UTC,PR-DUMPING_000077,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:17:38.193557419 UTC,PR-DUMPMOV_000095,dumped_truck_movements,DumpedTruckMovements,TruckMovementStart,Truck_02,,,,,,,,
2025-05-01 00:17:38.193557419 UTC,PR-DUMPMOV_000096,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:17:38.193557420 UTC,PR-DUMPMOV_000097,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:17:38.193557420 UTC,PR-DUMPING_000078,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:18:43.392127952 UTC,PR-LOADMOV_000109,loaded_truck_movements,LoadedTruckMovements,TruckMovementSuccess,Truck_01,,,,,,,,
2025-05-01 00:18:43.392127952 UTC,PR-LOADMOV_000110,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:18:43.392127953 UTC,PR-DUMPING_000079,dumping_process,DumpingProcess,WithdrawRequest,,,,,,,,,
2025-05-01 00:18:43.392127953 UTC,PR-LOADMOV_000111,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:18:43.392127953 UTC,PR-DUMPING_000080,dumping_process,DumpingProcess,ProcessStart,Truck_01,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:18:43.392127954 UTC,PR-LOADMOV_000112,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:18:45.298783444 UTC,PR-DUMPING_000081,dumping_process,DumpingProcess,ProcessSuccess,Truck_01,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:18:45.298783444 UTC,PR-DUMPING_000082,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:18:45.298783445 UTC,PR-DUMPMOV_000098,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:18:45.298783445 UTC,PR-DUMPING_000083,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:18:45.298783445 UTC,PR-DUMPMOV_000099,dumped_truck_movements,DumpedTruckMovements,TruckMovementStart,Truck_01,,,,,,,,
2025-05-01 00:18:45.298783445 UTC,PR-DUMPMOV_000100,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:18:45.298783446 UTC,PR-DUMPMOV_000101,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:18:45.298783446 UTC,PR-DUMPING_000084,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:19:08.178649335 UTC,PR-DUMPMOV_000102,dumped_truck_movements,DumpedTruckMovements,TruckMovementSuccess,Truck_01,,,,,,,,
2025-05-01 00:19:08.178649335 UTC,PR-DUMPMOV_000103,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:08.178649336 UTC,PR-DUMPMOV_000104,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:08.178649336 UTC,PR-LOADING_000078,loading_process,LoadingProcess,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:08.178649336 UTC,PR-LOADING_000079,loading_process,LoadingProcess,ProcessStart,Truck_01,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:19:08.178649337 UTC,PR-DUMPMOV_000105,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:08.546996576 UTC,PR-LOADING_000080,loading_process,LoadingProcess,ProcessSuccess,Truck_01,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:19:08.546996576 UTC,PR-LOADING_000081,loading_process,LoadingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:19:08.546996577 UTC,PR-LOADMOV_000113,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:08.546996577 UTC,PR-LOADING_000082,loading_process,LoadingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:19:08.546996577 UTC,PR-LOADMOV_000114,loaded_truck_movements,LoadedTruckMovements,TruckMovementStart,Truck_01,,,,,,,,
2025-05-01 00:19:08.546996577 UTC,PR-LOADMOV_000115,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:08.546996578 UTC,PR-LOADMOV_000116,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:08.546996578 UTC,PR-LOADING_000083,loading_process,LoadingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:19:12.967163460 UTC,PR-LOADMOV_000117,loaded_truck_movements,LoadedTruckMovements,TruckMovementSuccess,Truck_01,,,,,,,,
2025-05-01 00:19:12.967163460 UTC,PR-LOADMOV_000118,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:12.967163461 UTC,PR-DUMPING_000085,dumping_process,DumpingProcess,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:12.967163461 UTC,PR-LOADMOV_000119,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:12.967163461 UTC,PR-DUMPING_000086,dumping_process,DumpingProcess,ProcessStart,Truck_01,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:19:12.967163462 UTC,PR-LOADMOV_000120,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:37.971665125 UTC,PR-DUMPING_000087,dumping_process,DumpingProcess,ProcessSuccess,Truck_01,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:19:37.971665125 UTC,PR-DUMPING_000088,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:19:37.971665126 UTC,PR-DUMPMOV_000106,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:37.971665126 UTC,PR-DUMPING_000089,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:19:37.971665126 UTC,PR-DUMPMOV_000107,dumped_truck_movements,DumpedTruckMovements,TruckMovementStart,Truck_01,,,,,,,,
2025-05-01 00:19:37.971665126 UTC,PR-DUMPMOV_000108,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:37.971665127 UTC,PR-DUMPMOV_000109,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:37.971665127 UTC,PR-DUMPING_000090,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:19:39.206594917 UTC,PR-DUMPMOV_000110,dumped_truck_movements,DumpedTruckMovements,TruckMovementSuccess,Truck_00,,,,,,,,
2025-05-01 00:19:39.206594917 UTC,PR-DUMPMOV_000111,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:39.206594918 UTC,PR-DUMPMOV_000112,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:39.206594918 UTC,PR-LOADING_000084,loading_process,LoadingProcess,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:39.206594918 UTC,PR-LOADING_000085,loading_process,LoadingProcess,ProcessStart,Truck_00,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:19:39.206594919 UTC,PR-DUMPMOV_000113,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:41.751020810 UTC,PR-LOADING_000086,loading_process,LoadingProcess,ProcessSuccess,Truck_00,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:19:41.751020810 UTC,PR-LOADING_000087,loading_process,LoadingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:19:41.751020811 UTC,PR-LOADMOV_000121,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:41.751020811 UTC,PR-LOADING_000088,loading_process,LoadingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:19:41.751020811 UTC,PR-LOADMOV_000122,loaded_truck_movements,LoadedTruckMovements,TruckMovementStart,Truck_00,,,,,,,,
2025-05-01 00:19:41.751020811 UTC,PR-LOADMOV_000123,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:41.751020812 UTC,PR-LOADMOV_000124,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:19:41.751020812 UTC,PR-LOADING_000089,loading_process,LoadingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:20:02.998152135 UTC,PR-DUMPMOV_000114,dumped_truck_movements,DumpedTruckMovements,TruckMovementSuccess,Truck_02,,,,,,,,
2025-05-01 00:20:02.998152135 UTC,PR-DUMPMOV_000115,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:20:02.998152136 UTC,PR-DUMPMOV_000116,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:20:02.998152136 UTC,PR-LOADING_000090,loading_process,LoadingProcess,WithdrawRequest,,,,,,,,,
2025-05-01 00:20:02.998152136 UTC,PR-LOADING_000091,loading_process,LoadingProcess,ProcessStart,Truck_02,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:20:02.998152137 UTC,PR-DUMPMOV_000117,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:20:12.284131517 UTC,PR-LOADMOV_000125,loaded_truck_movements,LoadedTruckMovements,TruckMovementSuccess,Truck_00,,,,,,,,
2025-05-01 00:20:12.284131517 UTC,PR-LOADMOV_000126,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:20:12.284131518 UTC,PR-DUMPING_000091,dumping_process,DumpingProcess,WithdrawRequest,,,,,,,,,
2025-05-01 00:20:12.284131518 UTC,PR-DUMPING_000092,dumping_process,DumpingProcess,ProcessStart,Truck_00,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:20:12.284131518 UTC,PR-LOADMOV_000127,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:20:12.284131519 UTC,PR-LOADMOV_000128,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:20:16.620967949 UTC,PR-DUMPING_000093,dumping_process,DumpingProcess,ProcessSuccess,Truck_00,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:20:16.620967949 UTC,PR-DUMPING_000094,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:20:16.620967950 UTC,PR-DUMPMOV_000118,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:20:16.620967950 UTC,PR-DUMPING_000095,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:20:16.620967950 UTC,PR-DUMPMOV_000119,dumped_truck_movements,DumpedTruckMovements,TruckMovementStart,Truck_00,,,,,,,,
2025-05-01 00:20:16.620967950 UTC,PR-DUMPMOV_000120,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:20:16.620967951 UTC,PR-DUMPMOV_000121,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:20:16.620967951 UTC,PR-DUMPING_000096,dumping_process,DumpingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:20:33.581734067 UTC,PR-LOADING_000092,loading_process,LoadingProcess,ProcessSuccess,Truck_02,5.0,3.0,2.0,0.6,0.5,0.25,0.75,
2025-05-01 00:20:33.581734067 UTC,PR-LOADING_000093,loading_process,LoadingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:20:33.581734068 UTC,PR-LOADMOV_000129,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:20:33.581734068 UTC,PR-LOADMOV_000130,loaded_truck_movements,LoadedTruckMovements,TruckMovementStart,Truck_02,,,,,,,,
2025-05-01 00:20:33.581734068 UTC,PR-LOADING_000094,loading_process,LoadingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:20:33.581734068 UTC,PR-LOADMOV_000131,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:20:33.581734069 UTC,PR-LOADMOV_000132,loaded_truck_movements,LoadedTruckMovements,WithdrawRequest,,,,,,,,,
2025-05-01 00:20:33.581734069 UTC,PR-LOADING_000095,loading_process,LoadingProcess,ProcessFailure,,,,,,,,,Upstream truck stock is empty or not connected
2025-05-01 00:21:08.663005124 UTC,PR-DUMPMOV_000122,dumped_truck_movements,DumpedTruckMovements,TruckMovementSuccess,Truck_00,,,,,,,,
2025-05-01 00:21:08.663005124 UTC,PR-DUMPMOV_000123,dumped_truck_movements,DumpedTruckMovements,WithdrawRequest,,,,,,,,,
